kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 545 : 32 320 0 0 0 0 0 0 0 
_1.ptx 546 : 32 352 0 0 0 0 0 0 0 
_1.ptx 547 : 32 10368 1152 0 0 16 1 0 0 
_1.ptx 548 : 32 10112 32 0 0 1 1 0 0 
_1.ptx 549 : 32 256 0 0 0 0 0 0 0 
_1.ptx 550 : 32 224 0 0 0 0 0 0 0 
_1.ptx 551 : 32 224 0 0 0 0 0 0 0 
_1.ptx 552 : 32 320 0 0 0 0 0 0 0 
_1.ptx 553 : 32 352 0 0 0 0 0 0 0 
_1.ptx 554 : 32 10144 928 0 0 13 1 0 0 
_1.ptx 555 : 32 224 0 0 0 0 0 0 0 
_1.ptx 556 : 32 224 0 0 0 0 0 0 0 
_1.ptx 557 : 32 320 0 0 0 0 0 0 0 
_1.ptx 558 : 32 384 0 0 0 0 0 0 0 
_1.ptx 559 : 32 11904 1184 0 0 15 1 0 0 
_1.ptx 560 : 32 224 0 0 0 0 0 0 0 
_1.ptx 561 : 32 320 0 0 0 0 0 0 0 
_1.ptx 562 : 32 352 0 0 0 0 0 0 0 
_1.ptx 563 : 32 11520 1312 0 0 14 1 0 0 
_1.ptx 564 : 32 256 0 0 0 0 0 0 0 
_1.ptx 565 : 32 256 0 0 0 0 0 0 0 
_1.ptx 566 : 32 256 0 0 0 0 0 0 0 
_1.ptx 568 : 32 224 0 0 0 0 0 0 0 
_1.ptx 569 : 32 320 0 0 0 0 0 0 0 
_1.ptx 570 : 32 352 0 0 0 0 0 0 0 
_1.ptx 571 : 32 10336 1248 0 0 15 1 0 0 
_1.ptx 572 : 32 256 0 0 0 0 0 0 0 
_1.ptx 573 : 32 224 0 0 0 0 0 0 0 
_1.ptx 574 : 32 224 0 0 0 0 0 0 0 
_1.ptx 575 : 32 320 0 0 0 0 0 0 0 
_1.ptx 576 : 32 352 0 0 0 0 0 0 0 
_1.ptx 577 : 32 11296 1248 0 0 13 1 0 0 
_1.ptx 578 : 32 224 0 0 0 0 0 0 0 
_1.ptx 579 : 32 224 0 0 0 0 0 0 0 
_1.ptx 580 : 32 320 0 0 0 0 0 0 0 
_1.ptx 581 : 32 352 0 0 0 0 0 0 0 
_1.ptx 582 : 32 11904 1216 0 0 13 1 0 0 
_1.ptx 583 : 32 224 0 0 0 0 0 0 0 
_1.ptx 584 : 32 320 0 0 0 0 0 0 0 
_1.ptx 585 : 32 352 0 0 0 0 0 0 0 
_1.ptx 586 : 32 12000 928 0 0 14 1 0 0 
_1.ptx 587 : 32 256 0 0 0 0 0 0 0 
_1.ptx 588 : 32 256 0 0 0 0 0 0 0 
_1.ptx 589 : 32 256 0 0 0 0 0 0 0 
_1.ptx 591 : 32 224 0 0 0 0 0 0 0 
_1.ptx 592 : 32 320 0 0 0 0 0 0 0 
_1.ptx 593 : 32 352 0 0 0 0 0 0 0 
_1.ptx 594 : 32 10464 1280 0 0 15 1 0 0 
_1.ptx 595 : 32 8160 32 0 0 1 1 0 0 
_1.ptx 596 : 32 256 0 0 0 0 0 0 0 
_1.ptx 597 : 32 224 0 0 0 0 0 0 0 
_1.ptx 598 : 32 224 0 0 0 0 0 0 0 
_1.ptx 599 : 32 320 0 0 0 0 0 0 0 
_1.ptx 600 : 32 352 0 0 0 0 0 0 0 
_1.ptx 601 : 32 10944 992 0 0 14 1 0 0 
_1.ptx 602 : 32 224 0 0 0 0 0 0 0 
_1.ptx 603 : 32 224 0 0 0 0 0 0 0 
_1.ptx 604 : 32 320 0 0 0 0 0 0 0 
_1.ptx 605 : 32 352 0 0 0 0 0 0 0 
_1.ptx 606 : 32 10912 928 0 0 15 1 0 0 
_1.ptx 607 : 32 224 0 0 0 0 0 0 0 
_1.ptx 608 : 32 320 0 0 0 0 0 0 0 
_1.ptx 609 : 32 352 0 0 0 0 0 0 0 
_1.ptx 610 : 32 10208 1088 0 0 15 1 0 0 
_1.ptx 611 : 32 256 0 0 0 0 0 0 0 
_1.ptx 612 : 32 256 0 0 0 0 0 0 0 
_1.ptx 613 : 32 256 0 0 0 0 0 0 0 
_1.ptx 615 : 32 224 0 0 0 0 0 0 0 
_1.ptx 616 : 32 320 0 0 0 0 0 0 0 
_1.ptx 617 : 32 352 0 0 0 0 0 0 0 
_1.ptx 618 : 32 10144 1184 0 0 12 1 0 0 
_1.ptx 619 : 32 256 0 0 0 0 0 0 0 
_1.ptx 620 : 32 224 0 0 0 0 0 0 0 
_1.ptx 621 : 32 224 0 0 0 0 0 0 0 
_1.ptx 622 : 32 320 0 0 0 0 0 0 0 
_1.ptx 623 : 32 352 0 0 0 0 0 0 0 
_1.ptx 624 : 32 10240 1024 0 0 14 1 0 0 
_1.ptx 625 : 32 224 0 0 0 0 0 0 0 
_1.ptx 626 : 32 224 0 0 0 0 0 0 0 
_1.ptx 627 : 32 320 0 0 0 0 0 0 0 
_1.ptx 628 : 32 352 0 0 0 0 0 0 0 
_1.ptx 629 : 32 11648 1088 0 0 14 1 0 0 
_1.ptx 630 : 32 224 0 0 0 0 0 0 0 
_1.ptx 631 : 32 320 0 0 0 0 0 0 0 
_1.ptx 632 : 32 352 0 0 0 0 0 0 0 
_1.ptx 633 : 32 11488 1280 0 0 15 1 0 0 
_1.ptx 634 : 32 256 0 0 0 0 0 0 0 
_1.ptx 635 : 32 256 0 0 0 0 0 0 0 
_1.ptx 636 : 32 256 0 0 0 0 0 0 0 
_1.ptx 638 : 32 224 0 0 0 0 0 0 0 
_1.ptx 639 : 32 320 0 0 0 0 0 0 0 
_1.ptx 640 : 32 352 0 0 0 0 0 0 0 
_1.ptx 641 : 32 10304 1024 0 0 14 1 0 0 
_1.ptx 642 : 32 8192 32 0 0 1 1 0 0 
_1.ptx 643 : 32 256 0 0 0 0 0 0 0 
_1.ptx 644 : 32 224 0 0 0 0 0 0 0 
_1.ptx 645 : 32 224 0 0 0 0 0 0 0 
_1.ptx 646 : 32 320 0 0 0 0 0 0 0 
_1.ptx 647 : 32 352 0 0 0 0 0 0 0 
_1.ptx 648 : 32 11328 1248 0 0 16 1 0 0 
_1.ptx 649 : 32 224 0 0 0 0 0 0 0 
_1.ptx 650 : 32 224 0 0 0 0 0 0 0 
_1.ptx 651 : 32 320 0 0 0 0 0 0 0 
_1.ptx 652 : 32 352 0 0 0 0 0 0 0 
_1.ptx 653 : 32 12544 1056 0 0 14 1 0 0 
_1.ptx 654 : 32 224 0 0 0 0 0 0 0 
_1.ptx 655 : 32 320 0 0 0 0 0 0 0 
_1.ptx 656 : 32 352 0 0 0 0 0 0 0 
_1.ptx 657 : 32 12352 1152 0 0 11 1 0 0 
_1.ptx 658 : 32 256 0 0 0 0 0 0 0 
_1.ptx 659 : 32 256 0 0 0 0 0 0 0 
_1.ptx 660 : 32 256 0 0 0 0 0 0 0 
_1.ptx 662 : 32 224 0 0 0 0 0 0 0 
_1.ptx 663 : 32 320 0 0 0 0 0 0 0 
_1.ptx 664 : 32 352 0 0 0 0 0 0 0 
_1.ptx 665 : 32 10272 1248 0 0 14 1 0 0 
_1.ptx 666 : 32 256 0 0 0 0 0 0 0 
_1.ptx 667 : 32 224 0 0 0 0 0 0 0 
_1.ptx 668 : 32 224 0 0 0 0 0 0 0 
_1.ptx 669 : 32 320 0 0 0 0 0 0 0 
_1.ptx 670 : 32 352 0 0 0 0 0 0 0 
_1.ptx 671 : 32 10784 1216 0 0 16 1 0 0 
_1.ptx 672 : 32 224 0 0 0 0 0 0 0 
_1.ptx 673 : 32 224 0 0 0 0 0 0 0 
_1.ptx 674 : 32 320 0 0 0 0 0 0 0 
_1.ptx 675 : 32 352 0 0 0 0 0 0 0 
_1.ptx 676 : 32 10784 1056 0 0 14 1 0 0 
_1.ptx 677 : 32 256 0 0 0 0 0 0 0 
_1.ptx 678 : 32 320 0 0 0 0 0 0 0 
_1.ptx 679 : 32 352 0 0 0 0 0 0 0 
_1.ptx 680 : 32 11104 1024 0 0 15 1 0 0 
_1.ptx 681 : 32 256 0 0 0 0 0 0 0 
_1.ptx 682 : 32 256 0 0 0 0 0 0 0 
_1.ptx 683 : 32 256 0 0 0 0 0 0 0 
_1.ptx 685 : 32 224 0 0 0 0 0 0 0 
_1.ptx 686 : 32 320 0 0 0 0 0 0 0 
_1.ptx 687 : 32 352 0 0 0 0 0 0 0 
_1.ptx 688 : 32 10304 1120 0 0 15 1 0 0 
_1.ptx 689 : 32 8192 32 0 0 1 1 0 0 
_1.ptx 690 : 32 256 0 0 0 0 0 0 0 
_1.ptx 691 : 32 224 0 0 0 0 0 0 0 
_1.ptx 692 : 32 224 0 0 0 0 0 0 0 
_1.ptx 693 : 32 320 0 0 0 0 0 0 0 
_1.ptx 694 : 32 352 0 0 0 0 0 0 0 
_1.ptx 695 : 32 11328 1120 0 0 15 1 0 0 
_1.ptx 696 : 32 224 0 0 0 0 0 0 0 
_1.ptx 697 : 32 224 0 0 0 0 0 0 0 
_1.ptx 698 : 32 320 0 0 0 0 0 0 0 
_1.ptx 699 : 32 352 0 0 0 0 0 0 0 
_1.ptx 700 : 32 12544 864 0 0 14 1 0 0 
_1.ptx 701 : 32 224 0 0 0 0 0 0 0 
_1.ptx 702 : 32 320 0 0 0 0 0 0 0 
_1.ptx 703 : 32 352 0 0 0 0 0 0 0 
_1.ptx 704 : 32 12288 1440 0 0 15 1 0 0 
_1.ptx 705 : 32 256 0 0 0 0 0 0 0 
_1.ptx 706 : 32 256 0 0 0 0 0 0 0 
_1.ptx 707 : 32 256 0 0 0 0 0 0 0 
_1.ptx 709 : 32 224 0 0 0 0 0 0 0 
_1.ptx 710 : 32 320 0 0 0 0 0 0 0 
_1.ptx 711 : 32 352 0 0 0 0 0 0 0 
_1.ptx 712 : 32 10208 1056 0 0 15 1 0 0 
_1.ptx 713 : 32 256 0 0 0 0 0 0 0 
_1.ptx 714 : 32 224 0 0 0 0 0 0 0 
_1.ptx 715 : 32 224 0 0 0 0 0 0 0 
_1.ptx 716 : 32 320 0 0 0 0 0 0 0 
_1.ptx 717 : 32 352 0 0 0 0 0 0 0 
_1.ptx 718 : 32 9696 768 0 0 12 1 0 0 
_1.ptx 719 : 32 224 0 0 0 0 0 0 0 
_1.ptx 720 : 32 224 0 0 0 0 0 0 0 
_1.ptx 721 : 32 320 0 0 0 0 0 0 0 
_1.ptx 722 : 32 352 0 0 0 0 0 0 0 
_1.ptx 723 : 32 10752 1216 0 0 13 1 0 0 
_1.ptx 724 : 32 224 0 0 0 0 0 0 0 
_1.ptx 725 : 32 320 0 0 0 0 0 0 0 
_1.ptx 726 : 32 352 0 0 0 0 0 0 0 
_1.ptx 727 : 32 10208 1184 0 0 13 1 0 0 
_1.ptx 728 : 32 256 0 0 0 0 0 0 0 
_1.ptx 729 : 32 256 0 0 0 0 0 0 0 
_1.ptx 730 : 32 256 0 0 0 0 0 0 0 
_1.ptx 732 : 32 224 0 0 0 0 0 0 0 
_1.ptx 733 : 32 320 0 0 0 0 0 0 0 
_1.ptx 734 : 32 352 0 0 0 0 0 0 0 
_1.ptx 735 : 32 10080 992 0 0 15 1 0 0 
_1.ptx 736 : 32 10112 32 0 0 1 1 0 0 
_1.ptx 737 : 32 256 0 0 0 0 0 0 0 
_1.ptx 738 : 32 224 0 0 0 0 0 0 0 
_1.ptx 739 : 32 224 0 0 0 0 0 0 0 
_1.ptx 740 : 32 320 0 0 0 0 0 0 0 
_1.ptx 741 : 32 352 0 0 0 0 0 0 0 
_1.ptx 742 : 32 11328 1024 0 0 15 1 0 0 
_1.ptx 743 : 32 224 0 0 0 0 0 0 0 
_1.ptx 744 : 32 224 0 0 0 0 0 0 0 
_1.ptx 745 : 32 320 0 0 0 0 0 0 0 
_1.ptx 746 : 32 352 0 0 0 0 0 0 0 
_1.ptx 747 : 32 11840 1056 0 0 15 1 0 0 
_1.ptx 748 : 32 224 0 0 0 0 0 0 0 
_1.ptx 749 : 32 320 0 0 0 0 0 0 0 
_1.ptx 750 : 32 352 0 0 0 0 0 0 0 
_1.ptx 751 : 32 11904 928 0 0 15 1 0 0 
_1.ptx 752 : 32 256 0 0 0 0 0 0 0 
_1.ptx 753 : 32 256 0 0 0 0 0 0 0 
_1.ptx 754 : 32 256 0 0 0 0 0 0 0 
_1.ptx 756 : 32 224 0 0 0 0 0 0 0 
_1.ptx 757 : 32 320 0 0 0 0 0 0 0 
_1.ptx 758 : 32 352 0 0 0 0 0 0 0 
_1.ptx 759 : 32 10400 1184 0 0 15 1 0 0 
_1.ptx 760 : 32 256 0 0 0 0 0 0 0 
_1.ptx 761 : 32 224 0 0 0 0 0 0 0 
_1.ptx 762 : 32 224 0 0 0 0 0 0 0 
_1.ptx 763 : 32 320 0 0 0 0 0 0 0 
_1.ptx 764 : 32 352 0 0 0 0 0 0 0 
_1.ptx 765 : 32 11296 1248 0 0 15 1 0 0 
_1.ptx 766 : 32 224 0 0 0 0 0 0 0 
_1.ptx 767 : 32 224 0 0 0 0 0 0 0 
_1.ptx 768 : 32 320 0 0 0 0 0 0 0 
_1.ptx 769 : 32 352 0 0 0 0 0 0 0 
_1.ptx 770 : 32 12736 1056 0 0 14 1 0 0 
_1.ptx 771 : 32 224 0 0 0 0 0 0 0 
_1.ptx 772 : 32 320 0 0 0 0 0 0 0 
_1.ptx 773 : 32 352 0 0 0 0 0 0 0 
_1.ptx 774 : 32 12640 1312 0 0 14 1 0 0 
_1.ptx 775 : 32 256 0 0 0 0 0 0 0 
_1.ptx 776 : 32 256 0 0 0 0 0 0 0 
_1.ptx 777 : 32 256 0 0 0 0 0 0 0 
_1.ptx 779 : 32 224 0 0 0 0 0 0 0 
_1.ptx 780 : 32 320 0 0 0 0 0 0 0 
_1.ptx 781 : 32 352 0 0 0 0 0 0 0 
_1.ptx 782 : 32 10016 992 0 0 13 1 0 0 
_1.ptx 783 : 32 8160 32 0 0 1 1 0 0 
_1.ptx 784 : 32 256 0 0 0 0 0 0 0 
_1.ptx 785 : 32 224 0 0 0 0 0 0 0 
_1.ptx 786 : 32 224 0 0 0 0 0 0 0 
_1.ptx 787 : 32 320 0 0 0 0 0 0 0 
_1.ptx 788 : 32 352 0 0 0 0 0 0 0 
_1.ptx 789 : 32 10208 1184 0 0 14 1 0 0 
_1.ptx 790 : 32 224 0 0 0 0 0 0 0 
_1.ptx 791 : 32 224 0 0 0 0 0 0 0 
_1.ptx 792 : 32 320 0 0 0 0 0 0 0 
_1.ptx 793 : 32 352 0 0 0 0 0 0 0 
_1.ptx 794 : 32 12224 1408 0 0 14 1 0 0 
_1.ptx 795 : 32 224 0 0 0 0 0 0 0 
_1.ptx 796 : 32 320 0 0 0 0 0 0 0 
_1.ptx 797 : 32 352 0 0 0 0 0 0 0 
_1.ptx 798 : 32 11488 1088 0 0 13 1 0 0 
_1.ptx 799 : 32 256 0 0 0 0 0 0 0 
_1.ptx 800 : 32 256 0 0 0 0 0 0 0 
_1.ptx 801 : 32 256 0 0 0 0 0 0 0 
_1.ptx 803 : 32 224 0 0 0 0 0 0 0 
_1.ptx 804 : 32 320 0 0 0 0 0 0 0 
_1.ptx 805 : 32 352 0 0 0 0 0 0 0 
_1.ptx 806 : 32 10176 1152 0 0 14 1 0 0 
_1.ptx 807 : 32 256 0 0 0 0 0 0 0 
_1.ptx 808 : 32 224 0 0 0 0 0 0 0 
_1.ptx 809 : 32 224 0 0 0 0 0 0 0 
_1.ptx 810 : 32 320 0 0 0 0 0 0 0 
_1.ptx 811 : 32 352 0 0 0 0 0 0 0 
_1.ptx 812 : 32 10784 1056 0 0 14 1 0 0 
_1.ptx 813 : 32 224 0 0 0 0 0 0 0 
_1.ptx 814 : 32 224 0 0 0 0 0 0 0 
_1.ptx 815 : 32 320 0 0 0 0 0 0 0 
_1.ptx 816 : 32 352 0 0 0 0 0 0 0 
_1.ptx 817 : 32 12128 1280 0 0 16 1 0 0 
_1.ptx 818 : 32 224 0 0 0 0 0 0 0 
_1.ptx 819 : 32 320 0 0 0 0 0 0 0 
_1.ptx 820 : 32 352 0 0 0 0 0 0 0 
_1.ptx 821 : 32 12384 1120 0 0 15 1 0 0 
_1.ptx 822 : 32 256 0 0 0 0 0 0 0 
_1.ptx 823 : 32 256 0 0 0 0 0 0 0 
_1.ptx 824 : 32 256 0 0 0 0 0 0 0 
_1.ptx 826 : 32 224 0 0 0 0 0 0 0 
_1.ptx 827 : 32 320 0 0 0 0 0 0 0 
_1.ptx 828 : 32 352 0 0 0 0 0 0 0 
_1.ptx 829 : 32 10400 1152 0 0 15 1 0 0 
_1.ptx 830 : 32 9664 32 0 0 1 1 0 0 
_1.ptx 831 : 32 256 0 0 0 0 0 0 0 
_1.ptx 832 : 32 224 0 0 0 0 0 0 0 
_1.ptx 833 : 32 224 0 0 0 0 0 0 0 
_1.ptx 834 : 32 320 0 0 0 0 0 0 0 
_1.ptx 835 : 32 352 0 0 0 0 0 0 0 
_1.ptx 836 : 32 11296 1344 0 0 13 1 0 0 
_1.ptx 837 : 32 224 0 0 0 0 0 0 0 
_1.ptx 838 : 32 224 0 0 0 0 0 0 0 
_1.ptx 839 : 32 320 0 0 0 0 0 0 0 
_1.ptx 840 : 32 352 0 0 0 0 0 0 0 
_1.ptx 841 : 32 11200 1152 0 0 11 1 0 0 
_1.ptx 842 : 32 224 0 0 0 0 0 0 0 
_1.ptx 843 : 32 320 0 0 0 0 0 0 0 
_1.ptx 844 : 32 352 0 0 0 0 0 0 0 
_1.ptx 845 : 32 10144 1120 0 0 13 1 0 0 
_1.ptx 846 : 32 256 0 0 0 0 0 0 0 
_1.ptx 847 : 32 256 0 0 0 0 0 0 0 
_1.ptx 848 : 32 256 0 0 0 0 0 0 0 
_1.ptx 850 : 32 224 0 0 0 0 0 0 0 
_1.ptx 851 : 32 320 0 0 0 0 0 0 0 
_1.ptx 852 : 32 352 0 0 0 0 0 0 0 
_1.ptx 853 : 32 9760 864 0 0 12 1 0 0 
_1.ptx 854 : 32 256 0 0 0 0 0 0 0 
_1.ptx 855 : 32 224 0 0 0 0 0 0 0 
_1.ptx 856 : 32 224 0 0 0 0 0 0 0 
_1.ptx 857 : 32 320 0 0 0 0 0 0 0 
_1.ptx 858 : 32 352 0 0 0 0 0 0 0 
_1.ptx 859 : 32 10816 1216 0 0 13 1 0 0 
_1.ptx 860 : 32 224 0 0 0 0 0 0 0 
_1.ptx 861 : 32 224 0 0 0 0 0 0 0 
_1.ptx 862 : 32 320 0 0 0 0 0 0 0 
_1.ptx 863 : 32 352 0 0 0 0 0 0 0 
_1.ptx 864 : 32 12768 1152 0 0 14 1 0 0 
_1.ptx 865 : 32 224 0 0 0 0 0 0 0 
_1.ptx 866 : 32 320 0 0 0 0 0 0 0 
_1.ptx 867 : 32 352 0 0 0 0 0 0 0 
_1.ptx 868 : 32 12192 1120 0 0 14 1 0 0 
_1.ptx 869 : 32 256 0 0 0 0 0 0 0 
_1.ptx 870 : 32 256 0 0 0 0 0 0 0 
_1.ptx 871 : 32 256 0 0 0 0 0 0 0 
_1.ptx 873 : 32 224 0 0 0 0 0 0 0 
_1.ptx 874 : 32 320 0 0 0 0 0 0 0 
_1.ptx 875 : 32 352 0 0 0 0 0 0 0 
_1.ptx 876 : 32 10176 1152 0 0 13 1 0 0 
_1.ptx 877 : 32 8160 32 0 0 1 1 0 0 
_1.ptx 878 : 32 256 0 0 0 0 0 0 0 
_1.ptx 879 : 32 224 0 0 0 0 0 0 0 
_1.ptx 880 : 32 224 0 0 0 0 0 0 0 
_1.ptx 881 : 32 320 0 0 0 0 0 0 0 
_1.ptx 882 : 32 352 0 0 0 0 0 0 0 
_1.ptx 883 : 32 11264 1184 0 0 12 1 0 0 
_1.ptx 884 : 32 224 0 0 0 0 0 0 0 
_1.ptx 885 : 32 224 0 0 0 0 0 0 0 
_1.ptx 886 : 32 320 0 0 0 0 0 0 0 
_1.ptx 887 : 32 352 0 0 0 0 0 0 0 
_1.ptx 888 : 32 10880 1024 0 0 13 1 0 0 
_1.ptx 889 : 32 224 0 0 0 0 0 0 0 
_1.ptx 890 : 32 320 0 0 0 0 0 0 0 
_1.ptx 891 : 32 352 0 0 0 0 0 0 0 
_1.ptx 892 : 32 10080 1088 0 0 14 1 0 0 
_1.ptx 893 : 32 256 0 0 0 0 0 0 0 
_1.ptx 894 : 32 256 0 0 0 0 0 0 0 
_1.ptx 895 : 32 256 0 0 0 0 0 0 0 
_1.ptx 897 : 32 224 0 0 0 0 0 0 0 
_1.ptx 898 : 32 320 0 0 0 0 0 0 0 
_1.ptx 899 : 32 352 0 0 0 0 0 0 0 
_1.ptx 900 : 32 10432 1216 0 0 16 1 0 0 
_1.ptx 901 : 32 256 0 0 0 0 0 0 0 
_1.ptx 902 : 32 224 0 0 0 0 0 0 0 
_1.ptx 903 : 32 224 0 0 0 0 0 0 0 
_1.ptx 904 : 32 320 0 0 0 0 0 0 0 
_1.ptx 905 : 32 352 0 0 0 0 0 0 0 
_1.ptx 906 : 32 10400 1216 0 0 11 1 0 0 
_1.ptx 907 : 32 224 0 0 0 0 0 0 0 
_1.ptx 908 : 32 224 0 0 0 0 0 0 0 
_1.ptx 909 : 32 320 0 0 0 0 0 0 0 
_1.ptx 910 : 32 352 0 0 0 0 0 0 0 
_1.ptx 911 : 32 11840 1184 0 0 15 1 0 0 
_1.ptx 912 : 32 224 0 0 0 0 0 0 0 
_1.ptx 913 : 32 320 0 0 0 0 0 0 0 
_1.ptx 914 : 32 352 0 0 0 0 0 0 0 
_1.ptx 915 : 32 11488 1248 0 0 14 1 0 0 
_1.ptx 916 : 32 256 0 0 0 0 0 0 0 
_1.ptx 917 : 32 256 0 0 0 0 0 0 0 
_1.ptx 918 : 32 256 0 0 0 0 0 0 0 
_1.ptx 920 : 32 224 0 0 0 0 0 0 0 
_1.ptx 921 : 32 320 0 0 0 0 0 0 0 
_1.ptx 922 : 32 352 0 0 0 0 0 0 0 
_1.ptx 923 : 32 10112 960 0 0 14 1 0 0 
_1.ptx 924 : 32 9344 32 0 0 1 1 0 0 
_1.ptx 925 : 32 256 0 0 0 0 0 0 0 
_1.ptx 926 : 32 224 0 0 0 0 0 0 0 
_1.ptx 927 : 32 224 0 0 0 0 0 0 0 
_1.ptx 928 : 32 320 0 0 0 0 0 0 0 
_1.ptx 929 : 32 352 0 0 0 0 0 0 0 
_1.ptx 930 : 32 11520 1216 0 0 14 1 0 0 
_1.ptx 931 : 32 224 0 0 0 0 0 0 0 
_1.ptx 932 : 32 224 0 0 0 0 0 0 0 
_1.ptx 933 : 32 320 0 0 0 0 0 0 0 
_1.ptx 934 : 32 352 0 0 0 0 0 0 0 
_1.ptx 935 : 32 12448 1120 0 0 15 1 0 0 
_1.ptx 936 : 32 224 0 0 0 0 0 0 0 
_1.ptx 937 : 32 320 0 0 0 0 0 0 0 
_1.ptx 938 : 32 352 0 0 0 0 0 0 0 
_1.ptx 939 : 32 12160 1184 0 0 12 1 0 0 
_1.ptx 940 : 32 256 0 0 0 0 0 0 0 
_1.ptx 941 : 32 256 0 0 0 0 0 0 0 
_1.ptx 942 : 32 256 0 0 0 0 0 0 0 
_1.ptx 944 : 32 224 0 0 0 0 0 0 0 
_1.ptx 945 : 32 320 0 0 0 0 0 0 0 
_1.ptx 946 : 32 352 0 0 0 0 0 0 0 
_1.ptx 947 : 32 10144 1120 0 0 13 1 0 0 
_1.ptx 948 : 32 256 0 0 0 0 0 0 0 
_1.ptx 949 : 32 224 0 0 0 0 0 0 0 
_1.ptx 950 : 32 224 0 0 0 0 0 0 0 
_1.ptx 951 : 32 320 0 0 0 0 0 0 0 
_1.ptx 952 : 32 352 0 0 0 0 0 0 0 
_1.ptx 953 : 32 11776 1248 0 0 14 1 0 0 
_1.ptx 954 : 32 224 0 0 0 0 0 0 0 
_1.ptx 955 : 32 224 0 0 0 0 0 0 0 
_1.ptx 956 : 32 320 0 0 0 0 0 0 0 
_1.ptx 957 : 32 352 0 0 0 0 0 0 0 
_1.ptx 958 : 32 11392 1216 0 0 13 1 0 0 
_1.ptx 959 : 32 224 0 0 0 0 0 0 0 
_1.ptx 960 : 32 320 0 0 0 0 0 0 0 
_1.ptx 961 : 32 352 0 0 0 0 0 0 0 
_1.ptx 962 : 32 10080 1024 0 0 15 1 0 0 
_1.ptx 963 : 32 256 0 0 0 0 0 0 0 
_1.ptx 964 : 32 256 0 0 0 0 0 0 0 
_1.ptx 965 : 32 256 0 0 0 0 0 0 0 
_1.ptx 967 : 32 224 0 0 0 0 0 0 0 
_1.ptx 968 : 32 320 0 0 0 0 0 0 0 
_1.ptx 969 : 32 352 0 0 0 0 0 0 0 
_1.ptx 970 : 32 10368 1312 0 0 13 1 0 0 
_1.ptx 971 : 32 8192 32 0 0 1 1 0 0 
_1.ptx 972 : 32 256 0 0 0 0 0 0 0 
_1.ptx 973 : 32 224 0 0 0 0 0 0 0 
_1.ptx 974 : 32 224 0 0 0 0 0 0 0 
_1.ptx 975 : 32 320 0 0 0 0 0 0 0 
_1.ptx 976 : 32 352 0 0 0 0 0 0 0 
_1.ptx 977 : 32 10432 1024 0 0 12 1 0 0 
_1.ptx 978 : 32 224 0 0 0 0 0 0 0 
_1.ptx 979 : 32 224 0 0 0 0 0 0 0 
_1.ptx 980 : 32 320 0 0 0 0 0 0 0 
_1.ptx 981 : 32 352 0 0 0 0 0 0 0 
_1.ptx 982 : 32 12192 1248 0 0 15 1 0 0 
_1.ptx 983 : 32 224 0 0 0 0 0 0 0 
_1.ptx 984 : 32 320 0 0 0 0 0 0 0 
_1.ptx 985 : 32 352 0 0 0 0 0 0 0 
_1.ptx 986 : 32 12192 1248 0 0 14 1 0 0 
_1.ptx 987 : 32 256 0 0 0 0 0 0 0 
_1.ptx 988 : 32 256 0 0 0 0 0 0 0 
_1.ptx 989 : 32 256 0 0 0 0 0 0 0 
_1.ptx 991 : 32 224 0 0 0 0 0 0 0 
_1.ptx 992 : 32 320 0 0 0 0 0 0 0 
_1.ptx 993 : 32 352 0 0 0 0 0 0 0 
_1.ptx 994 : 32 14336 4096 0 0 32 1 0 0 
_1.ptx 995 : 32 256 0 0 0 0 0 0 0 
_1.ptx 996 : 32 224 0 0 0 0 0 0 0 
_1.ptx 997 : 32 224 0 0 0 0 0 0 0 
_1.ptx 998 : 32 320 0 0 0 0 0 0 0 
_1.ptx 999 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1000 : 32 18560 4096 0 0 32 1 0 0 
_1.ptx 1001 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1002 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1003 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1004 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1005 : 32 19488 4096 0 0 32 1 0 0 
_1.ptx 1006 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1007 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1008 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1009 : 32 14336 4096 0 0 32 1 0 0 
_1.ptx 1010 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1011 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1012 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1014 : 32 192 0 0 0 0 0 0 0 
_1.ptx 1015 : 32 8160 32 0 0 1 1 0 0 
_1.ptx 1016 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1017 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1018 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1019 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1020 : 32 8512 32 0 0 1 1 0 0 
_1.ptx 1021 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1022 : 32 320 0 0 0 0 0 0 0 
